Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
ED,PNW,0.043073,1,0.98
SO,WEC,0.051201,2,0.9741
ED,SO,0.06103,3,0.9784
DUK,XEL,0.067253,4,0.9569
ED,WEC,0.067444,5,0.9682
PNW,WEC,0.089278,6,0.9585
PNW,SO,0.0982,7,0.9642
LLY,PEP,0.102382,8,0.9201
EVRG,LNT,0.113508,9,0.9686
SO,XEL,0.14799,10,0.9635
BMY,PEP,0.155893,11,0.9065
NEE,SRE,0.159309,12,0.8781
BMY,LLY,0.160625,13,0.8884
PEG,RSG,0.160768,14,0.7316
MCD,SO,0.164035,15,0.9232
CLX,KMB,0.16663,16,0.8641
ROL,SNA,0.17803,17,0.9887
MCD,WEC,0.178735,18,0.9035
AMGN,PEP,0.180754,19,0.8274
DUK,PGR,0.181377,20,0.8946
