Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,DTE,0.038899,1,0.9719
CMS,DUK,0.039286,2,0.974
DUK,PNW,0.040642,3,0.9665
AEP,ED,0.041442,4,0.9855
DTE,LNT,0.055919,5,0.9668
CMS,LNT,0.05595,6,0.9701
AEE,LNT,0.057037,7,0.9779
AEP,WEC,0.06286,8,0.9706
PNW,SRE,0.066702,9,0.9455
ED,WEC,0.067653,10,0.9648
CMS,PNW,0.070053,11,0.9503
VTR,WELL,0.071441,12,0.9662
ATO,ED,0.076139,13,0.9604
MS,PNC,0.083805,14,0.9875
DTE,ED,0.086051,15,0.983
DTE,ES,0.088255,16,0.9472
DUK,SRE,0.089467,17,0.9272
AEP,ATO,0.096349,18,0.951
DTE,DUK,0.098285,19,0.9271
ED,ES,0.108556,20,0.9562
