Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
ED,PNW,0.039649,1,0.9797,0.9695
SO,XEL,0.06334,2,0.9623,0.9969
SO,WEC,0.06397,3,0.9735,0.9293
ED,WEC,0.06439,4,0.9677,1.0591
ED,SO,0.07832,5,0.9782,1.1216
PNW,WEC,0.084024,6,0.9579,1.0603
EVRG,LNT,0.09322,7,0.9678,0.9093
PNW,SO,0.09881,8,0.9638,1.1177
LLY,PEP,0.099759,9,0.9199,1.0996
WEC,XEL,0.118969,10,0.9673,1.0499
O,VTR,0.134881,11,0.8933,0.8258
NEE,SRE,0.143233,12,0.8739,1.0799
MAA,UDR,0.145829,13,0.9713,0.8901
CAG,CL,0.151163,14,0.9163,1.0683
KMB,NEE,0.152526,15,0.8964,0.7289
BMY,LLY,0.156564,16,0.8874,0.9649
BMY,PEP,0.15663,17,0.9073,1.1858
O,XEL,0.156826,18,0.8716,0.8263
DUK,XEL,0.15819,19,0.9556,0.9309
PNW,XEL,0.168298,20,0.9513,1.1422
