Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AVB,EQR,0.050532,1,0.9909,1.1066
AEE,DUK,0.057901,2,0.9677,0.9873
WEC,XEL,0.070962,3,0.9713,0.9799
ES,EVRG,0.079733,4,0.9315,0.8644
MLM,VMC,0.081393,5,0.9856,1.0211
CMS,DUK,0.081597,6,0.9739,1.1653
AEE,XEL,0.09064,7,0.9683,0.8072
CMS,D,0.094387,8,0.9605,1.0906
CMS,DTE,0.097014,9,0.981,0.8817
CPT,MAA,0.097228,10,0.9832,1.0372
CMS,XEL,0.099052,11,0.9667,0.948
D,DUK,0.100326,12,0.9398,0.9899
AEE,CMS,0.103709,13,0.968,0.8237
AEE,D,0.106644,14,0.9435,0.912
AEP,DTE,0.120854,15,0.9825,1.1901
AEE,WEC,0.126136,16,0.9545,0.7891
DUK,XEL,0.126596,17,0.957,0.7814
EVRG,LNT,0.12929,18,0.8982,0.9161
CMS,WEC,0.132302,19,0.946,0.9192
MCO,SPGI,0.140189,20,0.9863,1.0467
