Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AEP,XEL,0.033079,1,0.9718
AEP,ED,0.049231,2,0.9654
DTE,ED,0.053043,3,0.9691
DTE,ES,0.058931,4,0.9105
ED,XEL,0.060978,5,0.9666
EQR,UDR,0.062637,6,0.9539
LNT,WEC,0.075365,7,0.9282
AEP,WEC,0.076593,8,0.9269
AEP,LNT,0.07717,9,0.9289
CMS,DTE,0.077176,10,0.9617
CMS,DUK,0.077641,11,0.9409
LNT,XEL,0.089013,12,0.9251
ATO,LNT,0.090389,13,0.9216
CMA,RF,0.091017,14,0.9928
AEP,DTE,0.097666,15,0.9705
AIV,UDR,0.098034,16,0.9185
ATO,DTE,0.099576,17,0.8628
PNW,UDR,0.103922,18,0.9169
WEC,XEL,0.104647,19,0.9037
ED,ES,0.104887,20,0.9296
