Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
EQR,ESS,0.054134,1,0.994,1.0393
AEP,LNT,0.057136,2,0.9856,1.0127
FRT,SPG,0.064352,3,0.9893,1.0117
ES,XEL,0.083287,4,0.9834,1.0466
KEY,TFC,0.095165,5,0.8391,1.0648
EVRG,LNT,0.098591,6,0.9849,0.9595
CB,EG,0.102679,7,0.946,1.0022
AEP,DTE,0.106748,8,0.9806,1.0909
ES,WEC,0.107231,9,0.9792,0.9926
FITB,ZION,0.107634,10,0.9181,0.8725
AON,JKHY,0.108827,11,0.9466,0.9835
KIM,O,0.112073,12,0.981,0.9343
KMB,UPS,0.113371,13,0.9164,0.844
DTE,LNT,0.114983,14,0.9754,0.8985
GE,GL,0.118328,15,0.663,0.8337
CL,MKC,0.120547,16,0.8636,0.7704
EQR,REG,0.12275,17,0.9882,1.007
AJG,TROW,0.130917,18,0.7372,0.6701
KIM,XEL,0.131338,19,0.973,1.0549
ABT,MRSH,0.132573,20,0.9472,1.0042
