Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,LNT,0.053944,1,0.9841,0.9787
EIX,XEL,0.058931,2,0.9844,0.9965
ES,XEL,0.07617,3,0.9827,1.0567
AIV,AVB,0.081173,4,0.9896,1.0243
FRT,SPG,0.088088,5,0.9846,1.0816
CINF,HON,0.105381,6,0.9338,0.9639
EVRG,LNT,0.106678,7,0.9845,0.9762
CINF,PGR,0.10914,8,0.9277,0.9533
AVB,REG,0.11452,9,0.9866,0.9142
AME,GE,0.118672,10,0.7635,0.8505
EIX,ES,0.120487,11,0.9692,0.9081
HON,OMC,0.120815,12,0.9393,0.8159
AVB,UDR,0.12197,13,0.9858,1.0604
CL,TROW,0.127435,14,0.8133,0.8194
ACGL,MKC,0.128978,15,0.8894,0.7886
SLG,VNO,0.129227,16,0.9832,1.0425
FRT,SLG,0.130795,17,0.9744,0.9896
KIM,VNO,0.131884,18,0.9712,1.019
A,GL,0.13281,19,0.7727,1.1249
FRT,O,0.132894,20,0.9773,0.9457
