Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,XEL,0.057019,1,0.9833
CMS,LNT,0.087914,2,0.981
AEP,XEL,0.092479,3,0.9702
EVRG,LNT,0.096023,4,0.9792
AVB,CPT,0.114801,5,0.9699
MDLZ,WM,0.119325,6,0.9481
AEP,CMS,0.121397,7,0.9663
AEP,LNT,0.131974,8,0.9795
CMS,EVRG,0.135303,9,0.9753
EVRG,XEL,0.135807,10,0.9741
AVB,UDR,0.137915,11,0.9454
AIV,UDR,0.146347,12,0.8983
LNT,XEL,0.146899,13,0.9664
FE,LNT,0.155348,14,0.9608
O,UDR,0.157581,15,0.9371
KMB,MDLZ,0.163709,16,0.9261
ECL,MCD,0.166238,17,0.8973
CRH,HUBB,0.17174,18,0.9632
ADP,PAYX,0.178367,19,0.8166
ATO,AVB,0.178749,20,0.8872
