Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.035626,1,0.9865,0.9095
ATO,XEL,0.049146,2,0.9647,0.9262
ED,XEL,0.051765,3,0.9624,0.8274
EIX,XEL,0.053238,4,0.9703,1.1009
DUK,ED,0.055413,5,0.9747,0.973
AEE,DTE,0.06298,6,0.9679,1.0504
CMS,ED,0.064307,7,0.9643,1.0359
ED,SRE,0.066201,8,0.9391,0.8614
FRT,REG,0.070801,9,0.9789,0.8538
ATO,ED,0.073545,10,0.9327,1.0432
DUK,SRE,0.074035,11,0.9335,0.8558
ATO,CMS,0.074624,12,0.9773,1.0188
PCG,PNW,0.079339,13,0.9518,0.8854
SRE,XEL,0.082253,14,0.9406,0.8769
AEP,DUK,0.083813,15,0.9785,1.0657
AEE,PNW,0.086535,16,0.9594,0.9801
ESS,UDR,0.089216,17,0.926,1.1615
HON,JKHY,0.089605,18,0.9423,0.9594
ETR,WEC,0.090126,19,0.9093,1.0495
DUK,WEC,0.091126,20,0.9018,0.9545
