Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,DUK,0.017644,1,0.9906,1.0067
CPT,MAA,0.032058,2,0.9838,0.9212
AEP,XEL,0.047716,3,0.9925,0.9615
AIV,AVB,0.055158,4,0.9748,0.9643
DTE,WEC,0.064051,5,0.9761,0.9261
DUK,XEL,0.064889,6,0.9808,0.934
DTE,XEL,0.07676,7,0.974,0.9689
DUK,PNW,0.081631,8,0.9635,1.0463
AEP,PNW,0.083193,9,0.9617,1.062
AEP,ES,0.084801,10,0.9581,0.917
CMS,WEC,0.087321,11,0.9799,1.0321
ATO,EVRG,0.087759,12,0.9675,1.0337
ES,XEL,0.089949,13,0.963,0.9679
AVB,MAA,0.090131,14,0.9504,0.9294
WEC,XEL,0.094338,15,0.9877,1.0357
DUK,ES,0.100014,16,0.9493,0.893
DOC,O,0.106637,17,0.9794,1.0439
AVB,CPT,0.113943,18,0.9342,0.9766
CCI,CNP,0.119488,19,0.8693,0.8506
AIV,UDR,0.120245,20,0.9846,0.8322
