Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
ED,SO,0.073236,1,0.9407
PEG,XEL,0.074122,2,0.9294
EQR,UDR,0.082571,3,0.9105
PCG,SO,0.090458,4,0.8963
ADP,GL,0.094544,5,0.9622
CMS,DTE,0.098422,6,0.975
ESS,MAA,0.100705,7,0.8261
D,XEL,0.113996,8,0.8959
EVRG,LNT,0.124769,9,0.9346
ADP,CVX,0.128769,10,0.9409
DTE,PNW,0.128891,11,0.9577
PAYX,PPL,0.130071,12,0.9274
DOC,VTR,0.130478,13,0.9881
D,LNT,0.131552,14,0.9323
BRK-B,JNJ,0.133064,15,0.9704
ESS,VNO,0.133632,16,0.8454
DUK,LNT,0.136523,17,0.8917
BALL,COP,0.137003,18,0.8926
FRT,SPG,0.142298,19,0.8514
ADP,PPL,0.142548,20,0.9398
