Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AVB,ESS,0.072928,1,0.9859
SO,XEL,0.103356,2,0.9851
ED,SO,0.10837,3,0.9545
CMS,PNW,0.109653,4,0.9823
AEE,SO,0.118748,5,0.9485
PNW,XEL,0.125044,6,0.985
EQR,UDR,0.130168,7,0.9381
DTE,EIX,0.135109,8,0.9745
BXP,EQR,0.140581,9,0.9328
CB,MRSH,0.142249,10,0.9579
LLY,LNT,0.146334,11,0.9549
BXP,CPT,0.149627,12,0.9558
BXP,UDR,0.151501,13,0.9442
AEE,ED,0.151899,14,0.9403
COP,CVX,0.152672,15,0.9109
CPT,EQR,0.15933,16,0.965
LH,SYY,0.159496,17,0.8605
DTE,XEL,0.163633,18,0.9731
BA,XOM,0.164474,19,0.9601
CAH,COR,0.165611,20,0.6588
