Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEE,DTE,0.054938,1,0.9703,1.0292
AVB,UDR,0.061062,2,0.9765,1.0049
CMS,ES,0.07991,3,0.9857,0.9433
HBAN,KEY,0.081184,4,0.9741,0.8796
AEE,ATO,0.082251,5,0.9659,0.8768
AEP,XEL,0.108493,6,0.9879,0.8769
AEP,PEP,0.112605,7,0.974,0.8972
AEE,ED,0.11654,8,0.9573,0.8436
ATO,ED,0.116989,9,0.9531,0.9276
ETR,MAA,0.118864,10,0.989,0.9794
AIV,UDR,0.11924,11,0.9626,0.88
EQR,FE,0.120474,12,0.9793,0.9698
SLG,VNO,0.122641,13,0.8939,1.1484
DOC,EQR,0.125358,14,0.9742,0.9706
AEP,CMS,0.126045,15,0.9746,0.8975
CMS,XEL,0.127089,16,0.9862,0.9523
HBAN,TFC,0.128574,17,0.9778,0.9715
HBAN,RF,0.129631,18,0.9513,0.9049
AIV,AVB,0.132038,19,0.9639,0.8575
EQR,ES,0.133081,20,0.9738,0.9657
