Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.040962,1,0.9869,1.0278
CNP,PNW,0.074043,2,0.8779,0.8997
FRT,SPG,0.085544,3,0.9763,0.9766
CB,KO,0.089394,4,0.9193,0.9297
EQR,UDR,0.093712,5,0.9834,1.0235
ALL,BRK-B,0.099194,6,0.9733,0.9026
DTE,LNT,0.100485,7,0.9752,1.0612
GE,UPS,0.109884,8,0.8681,0.7383
PCG,XEL,0.112003,9,0.9712,1.1029
CMS,DTE,0.112895,10,0.9881,0.842
IEX,PPG,0.113094,11,0.9505,0.891
CMS,KIM,0.115992,12,0.9586,0.9602
ED,PNW,0.122378,13,0.8511,0.8205
CNP,ED,0.124489,14,0.8682,0.9189
GL,LIN,0.124489,15,0.8853,1.1718
DHR,JKHY,0.127127,16,0.8229,0.8043
AVB,CPT,0.130437,17,0.9732,0.9948
ES,SO,0.130454,18,0.9476,0.9676
BDX,USB,0.131059,19,0.9191,0.9058
DOC,VTR,0.131123,20,0.9379,1.0823
