Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
PNW,XEL,0.08162,1,0.9718
BDX,JNJ,0.092546,2,0.9181
JNJ,WMT,0.099965,3,0.8478
BXP,VNO,0.108165,4,0.9876
SO,XEL,0.134702,5,0.9671
AEE,T,0.146636,6,0.9597
AEP,PCG,0.14835,7,0.909
BDX,WMT,0.151066,8,0.8729
PPG,ROP,0.157185,9,0.9784
FE,PPL,0.158872,10,0.9344
ACGL,MKC,0.163247,11,0.9576
PNW,SO,0.172062,12,0.9492
GWW,PPG,0.180694,13,0.9736
ACGL,HRL,0.185008,14,0.948
ED,XEL,0.189967,15,0.9755
CNP,XEL,0.190901,16,0.9577
EVRG,NI,0.192149,17,0.9622
ED,PNW,0.194196,18,0.9658
BIO,ITT,0.197101,19,0.9241
PG,WMT,0.199366,20,0.5781
