Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CPT,MAA,0.154508,1,0.9737,1.0242
CMS,LNT,0.158868,2,0.9419,0.8006
ESS,UDR,0.166335,3,0.9725,1.0447
MDLZ,PEP,0.204539,4,0.9119,1.0608
JPM,PNC,0.219484,5,0.9829,0.8489
IEX,UNP,0.233039,6,0.9753,0.9079
DHR,TMO,0.233495,7,0.9922,1.0053
EMR,ITT,0.24039,8,0.9869,0.9832
CSX,NUE,0.240616,9,0.9792,0.9508
MET,TFC,0.24089,10,0.9758,0.9694
AEE,CMS,0.245443,11,0.9328,0.996
AVB,ESS,0.248873,12,0.9445,0.8898
AME,EL,0.254321,13,0.9818,1.0422
BRO,RSG,0.26519,14,0.9247,0.9882
CPT,EXC,0.274829,15,0.9173,0.9437
MRSH,WTW,0.284555,16,0.9139,1.1569
HSY,MDLZ,0.284826,17,0.8951,0.8988
DOC,WRB,0.286861,18,0.9293,1.0056
FITB,RF,0.287013,19,0.9902,1.0037
RSG,WM,0.304443,20,0.9727,1.1122
