Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,WEC,0.086124,1,0.9415,0.8882
AEP,D,0.09183,2,0.9159,1.0998
CMS,SO,0.111244,3,0.9269,0.9185
D,WEC,0.114686,4,0.9275,0.7295
D,PPL,0.119057,5,0.8492,0.8788
AVB,UDR,0.120147,6,0.9936,0.9977
AFL,BRK-B,0.121582,7,0.9686,1.0674
CMS,WEC,0.125632,8,0.9641,0.9792
AEE,LNT,0.125884,9,0.9698,0.8302
AME,IEX,0.125884,10,0.95,0.9382
PEG,SO,0.132741,11,0.932,0.9503
AME,ITW,0.148197,12,0.9341,0.8903
EQR,ESS,0.170682,13,0.9842,0.9895
AEP,PPL,0.170793,14,0.8357,1.0387
WEC,XEL,0.171145,15,0.9165,0.8879
CMS,PEG,0.172956,16,0.8795,0.8596
CSX,UNP,0.174055,17,0.9572,0.966
KO,NI,0.190814,18,0.9271,0.8176
PEG,PPL,0.195655,19,0.9184,1.2623
BRK-B,L,0.196743,20,0.9357,1.0566
