Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
WEC,XEL,0.067989,1,0.9628,0.9691
CMS,DTE,0.076837,2,0.9811,0.9063
AEE,XEL,0.082353,3,0.9608,0.8129
AVB,EQR,0.091367,4,0.9902,1.1132
CMS,ETR,0.09215,5,0.9558,0.9476
AEE,DUK,0.093094,6,0.9661,0.9515
DUK,XEL,0.109131,7,0.9588,0.8212
AEE,WEC,0.11124,8,0.9434,0.7941
ES,EVRG,0.119502,9,0.9141,0.8702
CMS,D,0.120808,10,0.9556,1.0801
DUK,WEC,0.134538,11,0.9491,0.8082
DHI,LEN,0.135768,12,0.9866,0.9536
AEP,DTE,0.140005,13,0.9799,1.1659
DUK,JNJ,0.140226,14,0.8979,1.025
ES,LNT,0.145043,15,0.8411,0.8166
PNC,TFC,0.145494,16,0.9728,0.9035
ESS,UDR,0.152698,17,0.9702,1.0148
AEP,CMS,0.152869,18,0.9739,1.2518
D,PEG,0.17517,19,0.8907,0.9176
DUK,EVRG,0.185461,20,0.8466,0.9669
