Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.056924,1,0.983,1.0314
CMS,LNT,0.080011,2,0.9804,0.9232
AVB,UDR,0.094719,3,0.9452,0.921
AEP,XEL,0.09657,4,0.9686,0.8916
EVRG,LNT,0.11162,5,0.9789,0.9355
AEP,CMS,0.121842,6,0.9659,0.8471
AEP,LNT,0.122972,7,0.9794,0.806
AVB,CPT,0.126756,8,0.968,0.7752
CMS,EVRG,0.133423,9,0.9752,0.962
EVRG,XEL,0.139101,10,0.9732,1.0377
LNT,XEL,0.143898,11,0.9644,1.0778
KMB,MDLZ,0.153163,12,0.9239,1.0513
O,UDR,0.155581,13,0.9363,1.2628
FE,LNT,0.156769,14,0.9595,0.977
ECL,MCD,0.164921,15,0.8949,0.8277
EQR,ESS,0.165599,16,0.9607,1.037
ATO,AVB,0.172825,17,0.8856,1.0858
ADP,PAYX,0.174065,18,0.8141,0.8952
AEP,EVRG,0.174522,19,0.9665,0.834
ED,UDR,0.185037,20,0.8132,0.7719
