Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
PNC,WFC,0.051747,1,0.9689,0.8697
FHN,NTRS,0.079273,2,0.9693,0.9261
CMS,XEL,0.083817,3,0.9975,1.0793
CMS,WEC,0.083869,4,0.9921,1.0132
CMS,PNW,0.092119,5,0.9881,1.0578
JPM,MTB,0.094055,6,0.9447,0.8965
PNW,XEL,0.09542,7,0.9882,0.9989
GPC,MMM,0.099342,8,0.9557,0.9726
AEP,SO,0.103956,9,0.9798,1.0821
LIN,ORCL,0.110545,10,0.9299,0.9955
BK,NTRS,0.119557,11,0.9536,0.8819
AEE,PNW,0.119742,12,0.9796,0.9862
AVB,EQR,0.121661,13,0.9342,0.8999
AEE,XEL,0.127747,14,0.9837,1.0008
AEP,ES,0.131147,15,0.9758,0.9674
PPL,XEL,0.135467,16,0.9806,0.9868
GS,STT,0.135762,17,0.973,0.9389
ED,PNW,0.135876,18,0.9781,0.9695
JPM,USB,0.136339,19,0.9601,1.3217
AEE,CMS,0.136625,20,0.981,0.9223
