Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AVB,UDR,0.065716,1,0.9806,0.9684
AVB,EQR,0.080864,2,0.9868,1.1053
DUK,WEC,0.092298,3,0.951,0.836
CMS,ETR,0.114814,4,0.9543,0.909
CPT,MAA,0.116042,5,0.9799,1.0194
D,DTE,0.123749,6,0.9562,0.8092
ES,EVRG,0.144142,7,0.9163,0.8504
AEE,DUK,0.147806,8,0.9549,0.9826
AEP,CMS,0.149108,9,0.9746,1.2199
AEE,D,0.149514,10,0.9379,0.8578
FITB,KEY,0.152555,11,0.9837,0.8956
EQR,UDR,0.156472,12,0.972,0.8586
D,DUK,0.157042,13,0.91,1.0214
AEE,CMS,0.157958,14,0.9676,0.7957
DTE,DUK,0.162264,15,0.9596,1.2727
MLM,VMC,0.173184,16,0.981,1.0431
JNJ,XEL,0.179313,17,0.8986,0.6974
DHI,LEN,0.188268,18,0.9864,0.9488
AEE,PEG,0.188422,19,0.9272,0.8635
L,TRV,0.192322,20,0.9278,0.9198
