Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,CMS,0.056263,1,0.9862,0.9795
BXP,KIM,0.076049,2,0.9776,0.9583
DUK,ED,0.085536,3,0.9871,0.9557
SLG,VNO,0.085944,4,0.9866,1.0841
AVB,EQR,0.095537,5,0.9896,1.0461
AME,LIN,0.096724,6,0.7949,1.0315
CMS,PCG,0.099538,7,0.9771,0.9461
AEP,LNT,0.100023,8,0.9827,1.0019
BXP,VNO,0.101135,9,0.9709,0.9231
ITW,MMM,0.101877,10,0.9762,0.8182
CMS,LNT,0.10258,11,0.9829,1.0089
HBAN,JPM,0.103278,12,0.8979,0.9317
ALL,BRK-B,0.104938,13,0.9797,1.0194
CB,ITW,0.105232,14,0.9498,0.9663
CMS,DTE,0.107023,15,0.9764,0.9994
AEP,DTE,0.11147,16,0.9743,0.9898
JKHY,TT,0.111982,17,0.887,0.8592
LNT,XEL,0.112034,18,0.9804,1.0595
TROW,WTW,0.112462,19,0.7611,0.8497
KEY,TFC,0.113485,20,0.8363,1.1648
