Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
NEE,SO,4.071959,0.9919,1,45.45569672660222,4.841867127830027,44.41031734527103,4.534765160386341
ETR,NEE,4.754006,0.9905,2,42.24486410050165,4.805344485894744,45.45569672660222,4.841867127830027
CMS,WEC,4.814558,0.9904,3,48.71570889911954,3.539735678128982,69.64630114842974,6.242509945575726
LNT,NEE,4.829691,0.9903,4,41.31980956546844,3.1278905547250018,45.45569672660222,4.841867127830027
ETR,SO,5.060752,0.9899,5,42.24486410050165,4.805344485894744,44.41031734527103,4.534765160386341
LNT,SO,5.287371,0.9894,6,41.31980956546844,3.1278905547250018,44.41031734527103,4.534765160386341
ETR,FE,5.4415,0.9891,7,42.24486410050165,4.805344485894744,34.319531183394176,2.7638591093500646
ETR,LNT,6.280102,0.9874,8,42.24486410050165,4.805344485894744,41.31980956546844,3.1278905547250018
WEC,XEL,6.428445,0.9871,9,69.64630114842974,6.242509945575726,49.448414166768394,3.3833582646524873
MCO,SPGI,6.774071,0.9864,10,194.16187734452504,22.921748586085872,227.06773739769346,27.01137397902036
HSY,WRB,7.668536,0.9846,11,117.93837889413984,14.668899450685405,25.236479713803245,2.5109834470813848
CMS,ES,7.987471,0.984,12,48.71570889911954,3.539735678128982,61.34968544188,5.186219169676678
CMS,XEL,8.146198,0.9836,13,48.71570889911954,3.539735678128982,49.448414166768394,3.3833582646524873
GPN,MSFT,8.802385,0.9823,14,150.55961366683718,18.675471695374014,127.56031411791605,14.915484283743558
CPRT,MSFT,8.870475,0.9822,15,18.923720291682653,3.0134396050985663,127.56031411791605,14.915484283743558
CMS,LNT,9.186054,0.9815,16,48.71570889911954,3.539735678128982,41.31980956546844,3.1278905547250018
ES,LNT,9.264089,0.9814,17,61.34968544188,5.186219169676678,41.31980956546844,3.1278905547250018
JPM,PNC,9.456294,0.981,18,97.62784918527754,10.376761048541526,108.91357933528839,9.724384846664769
AJG,AON,9.661195,0.9806,19,80.701966119191,5.677335681717539,179.8036753942096,13.09113174864775
ACGL,ETR,9.684767,0.9805,20,35.96019003883241,3.99655353500839,42.24486410050165,4.805344485894744
