Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,XEL,0.02708,1,0.9961,0.9745
WEC,XEL,0.036877,2,0.9937,0.9889
AIV,UDR,0.054394,3,0.9863,1.0237
ATO,LNT,0.057238,4,0.9833,0.8608
AVB,EQR,0.060481,5,0.9871,0.8949
CMS,FE,0.062922,6,0.9868,1.0027
AEP,ES,0.069464,7,0.9911,1.0862
CMS,NEE,0.071731,8,0.9905,0.8957
AEE,FE,0.078473,9,0.98,0.9939
AEP,WEC,0.082651,10,0.9866,0.971
ES,XEL,0.093697,11,0.9888,0.8825
CMS,DTE,0.094901,12,0.9843,1.0536
AEE,CMS,0.101425,13,0.9887,0.9867
ES,WEC,0.117518,14,0.9846,0.8833
DTE,LNT,0.121962,15,0.979,1.0167
MAA,SRE,0.124034,16,0.9717,0.9335
AVB,DTE,0.127013,17,0.9642,0.9882
MCO,SPGI,0.128932,18,0.9828,1.0606
MDLZ,WM,0.136166,19,0.9832,1.0217
ESS,XEL,0.146693,20,0.9761,0.9188
