Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEE,LNT,0.1045,1,0.9624,0.8859
CMS,XEL,0.107716,2,0.9345,0.8051
DUK,SO,0.153599,3,0.9655,0.9846
AON,WTW,0.157217,4,0.9845,0.9548
EQR,UDR,0.157606,5,0.9886,1.0833
AEP,ED,0.197949,6,0.8691,0.7881
AVB,UDR,0.207329,7,0.9804,0.8738
CPT,MAA,0.217112,8,0.9899,0.9382
ED,WEC,0.240128,9,0.8846,0.8493
RSG,WM,0.242243,10,0.9679,0.8846
BRO,MDLZ,0.242388,11,0.9036,1.0445
WEC,XEL,0.243474,12,0.9199,0.9114
ED,ETR,0.250948,13,0.8821,0.7846
DOC,MMM,0.253937,14,0.9553,0.8983
FISV,GPN,0.26106,15,0.9549,0.9517
MCO,SPGI,0.262641,16,0.8959,0.9874
GL,YUM,0.267309,17,0.9668,1.0909
CMS,WEC,0.267848,18,0.9203,0.8032
AEP,ETR,0.270444,19,0.8393,0.6808
HSY,SJM,0.272598,20,0.9457,0.9219
