Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
PNC,USB,0.06424,1,0.9335,0.9205
EQR,ESS,0.064552,2,0.9924,1.0223
AEP,XEL,0.095511,3,0.983,1.0291
AVB,EQR,0.096444,4,0.99,1.007
AEP,CMS,0.103282,5,0.9851,0.9195
EVRG,XEL,0.103361,6,0.975,0.9567
DTE,LNT,0.103502,7,0.9794,0.9265
ABT,DIS,0.115554,8,0.957,0.9351
CINF,PGR,0.118655,9,0.9048,0.8621
KIM,XEL,0.120973,10,0.9743,1.0145
BLK,HIG,0.121986,11,0.9684,0.9484
CMS,XEL,0.122649,12,0.9939,1.1159
BEN,IEX,0.125537,13,0.8602,0.8149
DUK,ED,0.127461,14,0.9917,0.9184
AME,LIN,0.127802,15,0.7896,1.0565
BXP,KIM,0.128164,16,0.985,0.9754
GL,IEX,0.128221,17,0.8593,0.5796
IVZ,PFG,0.129668,18,0.9639,0.8908
CLX,DUK,0.131447,19,0.9725,0.935
CINF,ROL,0.13265,20,0.9334,0.7631
