Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
ED,XEL,0.040551,1,0.9637
DTE,XEL,0.065428,2,0.9608
DTE,ES,0.073292,3,0.9123
AEE,LNT,0.084193,4,0.9298
AEP,DTE,0.086479,5,0.96
ED,ES,0.087116,6,0.9293
LNT,WEC,0.087259,7,0.9087
EQR,UDR,0.089827,8,0.9569
AIV,AVB,0.091286,9,0.9728
CMS,DTE,0.095934,10,0.8922
AEP,WEC,0.097041,11,0.9463
EVRG,EXC,0.098028,12,0.9552
DTE,ED,0.099913,13,0.9358
DUK,XEL,0.107589,14,0.9727
CMS,XEL,0.108779,15,0.9126
ES,XEL,0.110376,16,0.8959
AEP,CMS,0.116059,17,0.9219
FRT,VNO,0.124013,18,0.9147
DUK,ED,0.124204,19,0.9459
GL,HON,0.129192,20,0.9041
