Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,LNT,0.112537,1,0.9601,0.8356
C,KEY,0.154375,2,0.9931,0.9333
CPT,UDR,0.197427,3,0.9737,0.955
EVRG,LNT,0.200413,4,0.9363,0.9959
AEP,ATO,0.203659,5,0.9405,1.1971
AEP,KO,0.204282,6,0.9487,0.8046
ESS,UDR,0.215705,7,0.979,1.1267
C,COF,0.216425,8,0.9882,0.9383
ES,WEC,0.223054,9,0.9137,1.0415
NI,PNW,0.231896,10,0.9527,0.7956
ATO,DUK,0.238758,11,0.8873,0.7992
AMT,CCI,0.240601,12,0.9633,0.8173
AME,APH,0.240893,13,0.9606,0.9181
AEE,ATO,0.244536,14,0.8503,0.7696
ADM,AME,0.245944,15,0.9463,0.8255
PEP,VZ,0.248653,16,0.7602,0.9028
AIV,AVB,0.248791,17,0.9879,1.181
CSX,NSC,0.259644,18,0.9648,0.8352
HBAN,USB,0.265443,19,0.9902,1.0518
COF,KEY,0.26664,20,0.9877,0.9709
