Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.039317,1,0.9875,1.0115
PG,WMT,0.041308,2,0.8976,0.8661
CMS,DTE,0.059378,3,0.9871,0.8772
ES,XEL,0.066544,4,0.9697,0.8632
CMS,PPL,0.081385,5,0.9682,0.9329
KIM,XEL,0.082179,6,0.9655,1.0001
DTE,PPL,0.08237,7,0.969,1.053
DTE,LNT,0.091149,8,0.9802,0.9488
ESS,UDR,0.098071,9,0.9869,1.1061
CMS,WEC,0.101565,10,0.9514,0.9341
CMS,ES,0.103297,11,0.9688,1.1153
DTE,WEC,0.108003,12,0.9629,1.0612
KO,PEP,0.111999,13,0.9005,0.7518
MAA,SPG,0.112137,14,0.9677,0.978
KIM,REG,0.11483,15,0.9443,0.9264
PEP,T,0.115935,16,0.8953,0.9285
AON,IEX,0.117162,17,0.9774,1.0346
MAA,UDR,0.119212,18,0.9722,0.8979
WEC,XEL,0.120298,19,0.9505,1.0011
HIG,UNM,0.120448,20,0.942,0.9145
