Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
ES,EVRG,0.108308,1,0.9701,0.9676
EVRG,WEC,0.112557,2,0.9708,0.9443
ES,WEC,0.144802,3,0.963,0.9336
DUK,PCG,0.154937,4,0.9055,0.8735
SO,XEL,0.171938,5,0.9119,0.9084
CNP,PNW,0.191224,6,0.9518,0.8863
CMS,NI,0.197767,7,0.9634,0.9155
IBM,LLY,0.212517,8,0.7752,0.5848
CLX,XEL,0.223573,9,0.8905,0.7609
PPG,ROP,0.226046,10,0.9582,0.8987
IEX,RTX,0.226316,11,0.935,0.9296
PCG,XEL,0.229943,12,0.8691,0.712
SPG,VNO,0.23354,13,0.9815,0.9264
ATO,T,0.235746,14,0.7395,0.6286
CINF,VFC,0.239552,15,0.8858,0.8781
ACGL,PEP,0.240996,16,0.855,1.0157
DUK,XEL,0.244075,17,0.8815,0.6986
FRT,MAA,0.245739,18,0.9702,0.9702
PCG,SO,0.250239,19,0.8676,0.7114
AEE,ETR,0.250817,20,0.801,1.2411
