Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEE,ATO,0.100044,1,0.9901,1.0859
LNT,PPL,0.14773,2,0.9803,1.0032
ATO,LNT,0.160446,3,0.9749,0.9561
AVB,CPT,0.162055,4,0.9799,0.96
DTE,FE,0.167674,5,0.9598,1.007
MAA,UDR,0.172217,6,0.9806,1.0388
EQR,ESS,0.17341,7,0.9838,0.8546
CPT,EQR,0.173426,8,0.9842,1.1414
FITB,PNC,0.184956,9,0.9844,0.9182
EVRG,WEC,0.185885,10,0.9672,0.9491
AVB,EQR,0.19423,11,0.9866,1.1197
CINF,NDAQ,0.198227,12,0.9855,0.8911
MRSH,PG,0.20137,13,0.888,1.0934
ES,FE,0.207727,14,0.9356,0.9647
CPT,ESS,0.209246,15,0.9805,0.9893
CMS,DUK,0.209375,16,0.9674,0.8944
BRK-B,CB,0.216075,17,0.9305,0.9644
ATO,PPL,0.218905,18,0.9689,0.9707
PPG,UPS,0.222515,19,0.8535,0.7616
FE,KO,0.222844,20,0.921,0.957
