Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
FRT,REG,0.096961,1,0.9922
CPT,UDR,0.101689,2,0.9856
CMS,LNT,0.117354,3,0.9663
EQR,ESS,0.118187,4,0.9828
C,KEY,0.126913,5,0.9923
EVRG,LNT,0.188943,6,0.9568
RF,TFC,0.193593,7,0.9875
CSX,NSC,0.193838,8,0.9621
KEY,RF,0.198412,9,0.9883
EQR,UDR,0.206501,10,0.9746
AJG,AON,0.209789,11,0.951
CMS,XEL,0.211684,12,0.9135
HON,PAYX,0.216419,13,0.9501
AVB,UDR,0.224083,14,0.9839
ATO,PEP,0.225567,15,0.8699
AMT,CCI,0.227775,16,0.9574
BAC,EMR,0.239227,17,0.9771
CPT,EQR,0.244552,18,0.9595
ES,WEC,0.245296,19,0.9464
ETN,ITW,0.253617,20,0.9611
