Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
CMS,WEC,2.116495,0.9958,1,44.873691013881135,3.8894157897425985,63.11621225447882,7.161990985141099
ETR,NEE,2.968942,0.9941,2,37.29077629815964,4.287314292241123,40.620247038583905,3.9471462526281944
NEE,WEC,3.183843,0.9936,3,40.620247038583905,3.9471462526281944,63.11621225447882,7.161990985141099
ETR,WEC,3.286376,0.9934,4,37.29077629815964,4.287314292241123,63.11621225447882,7.161990985141099
CMS,NEE,3.395318,0.9932,5,44.873691013881135,3.8894157897425985,40.620247038583905,3.9471462526281944
CMS,XEL,3.573358,0.9929,6,44.873691013881135,3.8894157897425985,45.46284044356573,4.5238438053321754
BALL,SBAC,4.158813,0.9917,7,54.79933366321382,10.275184683356294,185.78897791060191,31.25028003644813
CMS,LNT,4.228609,0.9915,8,44.873691013881135,3.8894157897425985,38.10592053428529,3.006361187056612
CMS,ETR,4.309585,0.9914,9,44.873691013881135,3.8894157897425985,37.29077629815964,4.287314292241123
AEP,XEL,4.699132,0.9906,10,64.95178799402146,5.850009070088768,45.46284044356573,4.5238438053321754
SO,XEL,4.934641,0.9901,11,39.338403164394315,4.439954147424454,45.46284044356573,4.5238438053321754
CINF,WRB,5.31852,0.9893,12,77.15278732965864,11.786461070193702,22.573831906394354,3.2719520406978555
AEE,AEP,5.349388,0.9893,13,58.807120353456526,4.071486131419327,64.95178799402146,5.850009070088768
LNT,NEE,5.382576,0.9892,14,38.10592053428529,3.006361187056612,40.620247038583905,3.9471462526281944
NEE,XEL,5.413189,0.9892,15,40.620247038583905,3.9471462526281944,45.46284044356573,4.5238438053321754
EQR,ESS,5.663871,0.9887,16,57.636772413102406,5.158977810396338,222.82571719941637,21.236376516262094
ATO,LNT,5.70457,0.9886,17,85.5017020513141,5.5600872431235935,38.10592053428529,3.006361187056612
AEE,DTE,6.078675,0.9878,18,58.807120353456526,4.071486131419327,82.98288887266129,5.381062641277861
WEC,XEL,6.112017,0.9877,19,63.11621225447882,7.161990985141099,45.46284044356573,4.5238438053321754
ETR,FE,6.211626,0.9875,20,37.29077629815964,4.287314292241123,31.35643536703927,2.686891153440354
