Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
AEP,XEL,2.664612,0.9947,1,55.15023658389137,3.9850973400686827,38.22715651799762,2.8357078077123687
DOC,WELL,4.236195,0.9915,2,17.860811040514992,2.057630234165851,50.15994657788958,6.549453104460759
WEC,XEL,4.426188,0.9911,3,52.590497925167995,3.9685445638753207,38.22715651799762,2.8357078077123687
AEE,CMS,5.333252,0.9893,4,50.577459305051775,4.3670796307727695,38.70754755110968,2.715223958807877
CMS,WEC,5.440886,0.9891,5,38.70754755110968,2.715223958807877,52.590497925167995,3.9685445638753207
AEP,DUK,5.533894,0.9889,6,55.15023658389137,3.9850973400686827,60.239523569742836,4.1184054017531695
AIV,UDR,5.896244,0.9882,7,2.0040719220562586,0.15133998252656455,29.493477836487784,2.4007061494215285
AEP,WEC,6.23786,0.9875,8,55.15023658389137,3.9850973400686827,52.590497925167995,3.9685445638753207
AMG,IVZ,6.367238,0.9872,9,136.6348413437132,27.429933647861798,16.83115283269731,3.136362021371621
AEP,ES,7.19704,0.9856,10,55.15023658389137,3.9850973400686827,47.49711518060593,3.737019288914276
DOC,O,7.395753,0.9852,11,17.860811040514992,2.057630234165851,39.456434764559305,4.483592036927795
AVB,UDR,8.069234,0.9838,12,136.44891163659474,9.23748546197943,29.493477836487784,2.4007061494215285
ES,XEL,8.164349,0.9836,13,47.49711518060593,3.737019288914276,38.22715651799762,2.8357078077123687
AIV,EQR,8.640442,0.9826,14,2.0040719220562586,0.15133998252656455,49.907942514570934,3.4453307275651004
LLY,MRK,8.644518,0.9826,15,90.1052712334527,14.458849312640439,51.18250852917868,6.426227555982773
EQR,UDR,8.881665,0.9821,16,49.907942514570934,3.4453307275651004,29.493477836487784,2.4007061494215285
AEE,WEC,9.193758,0.9815,17,50.577459305051775,4.3670796307727695,52.590497925167995,3.9685445638753207
DUK,XEL,9.536855,0.9808,18,60.239523569742836,4.1184054017531695,38.22715651799762,2.8357078077123687
AEP,ETR,9.624092,0.9806,19,55.15023658389137,3.9850973400686827,31.52686978143359,1.909813707202444
CMS,NEE,9.753668,0.9804,20,38.70754755110968,2.715223958807877,35.154172117747954,1.9023411798117003
