Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,ED,0.034797,1,0.9728,1.0335
AEP,XEL,0.036043,2,0.9757,0.9524
ED,XEL,0.039445,3,0.9745,0.895
CMS,DTE,0.05142,4,0.9698,1.129
DTE,LNT,0.051792,5,0.9671,0.7804
AEP,LNT,0.056943,6,0.9792,1.0264
DUK,PNW,0.062242,7,0.9675,0.9412
FITB,JPM,0.065035,8,0.9952,1.0206
AEE,WEC,0.068515,9,0.9647,1.1384
AEP,WEC,0.076366,10,0.942,1.0061
DTE,ED,0.081063,11,0.9731,0.7969
ATO,DTE,0.081531,12,0.9237,1.0075
CMS,LNT,0.083772,13,0.9432,0.8855
CMS,DUK,0.087831,14,0.9622,0.8535
JPM,PNC,0.090659,15,0.9912,1.0697
ED,LNT,0.090745,16,0.9467,0.9316
AEE,LNT,0.091179,17,0.9693,1.1186
ATO,LNT,0.09346,18,0.927,0.8167
LNT,XEL,0.096008,19,0.9715,0.9036
AEP,DTE,0.096346,20,0.975,1.2674
