Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,ED,0.04011,1,0.9608,0.9417
AEP,DTE,0.050319,2,0.9654,1.1851
DTE,ED,0.05281,3,0.9726,0.7783
CMS,DTE,0.05815,4,0.9287,1.0474
CMS,XEL,0.062203,5,0.9645,0.8606
AEP,CMS,0.063061,6,0.9438,1.0218
DTE,ES,0.072852,7,0.9178,0.9097
ED,ES,0.075097,8,0.9334,1.1558
VTR,WELL,0.075421,9,0.9942,1.0044
DTE,XEL,0.075787,10,0.9731,0.7674
DUK,PNW,0.078943,11,0.9804,0.9311
AEP,XEL,0.086694,12,0.9728,0.9418
LNT,WEC,0.09018,13,0.9125,1.015
CMA,RF,0.092919,14,0.993,1.0201
DUK,ED,0.095135,15,0.943,1.0728
CMS,NI,0.100256,16,0.925,0.7681
CMS,ED,0.100757,17,0.9119,0.8224
EQR,UDR,0.106435,18,0.9547,1.1089
AEP,ES,0.108692,19,0.8915,1.0823
ED,XEL,0.114331,20,0.9617,0.9476
