Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
ED,SO,0.073343,1,0.9399,1.2955
PEG,XEL,0.077405,2,0.9312,1.0762
CMS,DTE,0.079518,3,0.9755,1.032
ADP,GL,0.100818,4,0.9628,0.886
ESS,MAA,0.106711,5,0.8294,0.7211
EQR,UDR,0.111095,6,0.9098,0.969
PAYX,PPL,0.112835,7,0.9284,0.9438
DTE,NEE,0.113816,8,0.9762,1.0808
ESS,VNO,0.114209,9,0.8485,0.663
PCG,SO,0.116712,10,0.8984,1.0843
DTE,PNW,0.116909,11,0.9583,1.0406
NEE,PNW,0.123846,12,0.9574,0.9424
DOC,VTR,0.124911,13,0.9882,0.9541
BRK-B,JNJ,0.130105,14,0.9709,1.0331
MAA,VNO,0.13032,15,0.8306,0.7542
EIX,EVRG,0.132416,16,0.9229,0.8607
D,DUK,0.134516,17,0.9319,0.8497
D,XEL,0.139861,18,0.8998,1.0753
EVRG,LNT,0.142097,19,0.9364,1.1088
ADP,CVX,0.142383,20,0.9405,0.8966
