Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
ATO,CMS,0.023487,1,0.9859,1.0112
CMS,ES,0.031226,2,0.9858,0.9014
CMS,XEL,0.031463,3,0.9928,0.8663
CMS,ED,0.032094,4,0.9794,1.0134
ES,XEL,0.03653,5,0.9852,0.9389
ED,LNT,0.038301,6,0.9846,1.1702
PPL,XEL,0.042453,7,0.9863,1.0199
ATO,ES,0.043791,8,0.9793,0.9185
ATO,XEL,0.05049,9,0.9785,0.8752
CMS,LNT,0.05348,10,0.9783,1.2027
AEP,DUK,0.057322,11,0.9908,1.1554
DUK,ED,0.059308,12,0.9807,0.8936
ED,XEL,0.060812,13,0.9824,0.8282
ATO,PPL,0.061218,14,0.9853,0.8526
DUK,SRE,0.063329,15,0.957,0.9084
ATO,ED,0.065902,16,0.9611,1.0189
DUK,LNT,0.069772,17,0.9764,1.0561
CMS,PPL,0.070129,18,0.9889,0.8337
AEP,SRE,0.07196,19,0.9554,1.0572
CMS,EIX,0.072922,20,0.9556,0.9194
