Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,LNT,0.06331,1,0.9858,0.9814
HBAN,TFC,0.067407,2,0.9756,0.9176
AEE,DTE,0.091674,3,0.9563,1.0295
AVB,UDR,0.097421,4,0.9595,0.9897
AEE,ATO,0.116057,5,0.9554,0.8074
AEE,ED,0.129894,6,0.9554,0.7709
AEP,LNT,0.130333,7,0.9762,0.8767
CMS,ES,0.134604,8,0.9825,0.9089
AEP,PEP,0.135014,9,0.9706,0.8696
ATO,ED,0.135154,10,0.942,0.901
AEP,CMS,0.142485,11,0.9704,0.8777
ES,LNT,0.143443,12,0.9768,1.0508
AIV,AVB,0.148111,13,0.9404,0.8065
JPM,PNC,0.154644,14,0.9842,1.1046
CPT,EQR,0.175382,15,0.9622,0.8358
GL,PNC,0.182454,16,0.9744,0.8862
ES,FE,0.185572,17,0.9779,0.9755
ETR,SO,0.187735,18,0.9908,1.1188
CMS,EQR,0.195111,19,0.9541,1.0005
ATO,AVB,0.200614,20,0.9165,1.0186
