Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,XEL,0.021793,1,0.9819
ES,PNW,0.045824,2,0.9591
AEP,SO,0.049027,3,0.9433
DTE,PNW,0.054171,4,0.9437
PNW,WEC,0.054336,5,0.9504
AEE,XEL,0.058079,6,0.9578
AEE,CMS,0.063872,7,0.9524
FRT,REG,0.0675,8,0.9588
DTE,ES,0.070588,9,0.9407
AEP,PCG,0.071113,10,0.8745
GPC,MMM,0.075379,11,0.9359
NTRS,RF,0.076938,12,0.9716
ES,WEC,0.081014,13,0.9389
DTE,PCG,0.081346,14,0.8964
EQR,FRT,0.082191,15,0.9247
ITW,MMM,0.097661,16,0.9484
DOC,WELL,0.097815,17,0.937
HON,MRSH,0.097922,18,0.8158
BXP,VNO,0.101613,19,0.9668
DTE,WEC,0.104326,20,0.9197
