Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,XEL,0.017228,1,0.9926,0.963
AEP,DUK,0.028254,2,0.9891,0.9954
AIV,AVB,0.051578,3,0.9738,0.9667
DUK,XEL,0.058442,4,0.9786,0.9429
DTE,WEC,0.058561,5,0.9756,0.922
WEC,XEL,0.062019,6,0.9884,1.0364
CPT,MAA,0.070891,7,0.9836,0.9217
EQR,UDR,0.080387,8,0.9715,0.8966
DUK,PNW,0.082744,9,0.9633,1.0548
AEP,WEC,0.089479,10,0.9837,0.9105
DTE,XEL,0.095219,11,0.9739,0.965
ETR,LNT,0.102728,12,0.9386,0.9578
AEP,PNW,0.109329,13,0.9624,1.0608
ATO,EVRG,0.10942,14,0.967,1.0303
DUK,ES,0.112908,15,0.95,0.9002
AEP,DTE,0.115814,16,0.9706,0.9521
AEP,ES,0.1177,17,0.959,0.9154
ES,XEL,0.123456,18,0.9634,0.9725
CMS,ETR,0.127703,19,0.9684,1.206
CMS,WEC,0.132389,20,0.9801,1.0282
