Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,ES,0.050104,1,0.9309,0.9338
ES,WEC,0.064645,2,0.929,0.82
PPL,WEC,0.067555,3,0.923,0.8325
CMS,WEC,0.073608,4,0.9308,0.8256
EVRG,WEC,0.073788,5,0.9306,1.0299
ES,EVRG,0.076951,6,0.9476,0.7533
PCG,SO,0.092438,7,0.943,1.1154
PEG,WEC,0.099069,8,0.932,1.1371
ADP,PAYX,0.105387,9,0.9758,0.8552
MAC,SPG,0.105495,10,0.9449,1.0386
ES,PPL,0.111784,11,0.8504,0.8205
DTE,PPL,0.117517,12,0.9233,0.9368
DTE,WEC,0.118023,13,0.96,0.8855
ALL,CB,0.119073,14,0.9249,0.9957
CMS,XEL,0.121539,15,0.9597,0.9451
CMS,PPL,0.121795,16,0.8598,0.8328
KIM,MAC,0.130112,17,0.9132,0.8108
PEG,PPL,0.133389,18,0.9188,1.2365
AIV,CPT,0.133422,19,0.9372,0.8875
PNC,TFC,0.135081,20,0.9693,0.872
