Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.0353,1,0.9979,1.0974
DTE,PCG,0.050576,2,0.9885,0.961
AEP,XEL,0.052975,3,0.9925,0.9547
CMS,PNW,0.061128,4,0.9897,0.9715
AEE,XEL,0.074959,5,0.9875,0.9327
ED,WEC,0.087107,6,0.9886,0.9426
AEE,AEP,0.088061,7,0.9786,0.9611
AEP,ETR,0.097524,8,0.9783,0.9624
PNW,XEL,0.09907,9,0.9891,1.1081
AEE,ETR,0.100609,10,0.9777,0.9446
APD,LIN,0.102015,11,0.9622,1.0436
CMS,NEE,0.112989,12,0.9903,0.9661
GPC,MMM,0.114889,13,0.9715,1.0062
AEP,CMS,0.116148,14,0.9917,0.8673
AVB,UDR,0.11648,15,0.8834,0.9172
ETR,XEL,0.116859,16,0.9833,0.9647
BRK-B,ORCL,0.118517,17,0.9223,0.8306
NEE,PNW,0.119093,18,0.9865,0.9924
FHN,TFC,0.124285,19,0.9532,1.0766
BK,NTRS,0.130065,20,0.9547,0.9502
