Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
PNC,RF,0.077928,1,0.9891,0.9674
EVRG,PPL,0.083479,2,0.9853,1.0505
DUK,SO,0.083881,3,0.966,1.0382
CPT,UDR,0.099482,4,0.947,1.03
CMS,DTE,0.106981,5,0.9655,1.0009
ESS,UDR,0.114419,6,0.9542,0.9408
MCO,SPGI,0.143579,7,0.9607,1.0174
CAG,GIS,0.144455,8,0.9483,0.9384
AEP,DTE,0.161612,9,0.9452,0.9489
CPT,ESS,0.167318,10,0.9296,1.0275
FITB,USB,0.180354,11,0.9718,0.9477
JNJ,LIN,0.182715,12,0.8449,1.0903
AVB,UDR,0.187088,13,0.8949,0.9496
LNT,PNW,0.195012,14,0.9518,1.0004
EVRG,WEC,0.203926,15,0.9849,0.8156
AEP,CMS,0.207239,16,0.937,0.907
CMS,DUK,0.218322,17,0.9591,1.082
MAA,PNW,0.236817,18,0.9323,0.8755
CMS,MCD,0.238079,19,0.947,0.8832
ADM,AOS,0.241944,20,0.9432,0.9602
