Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,XEL,0.025589,1,0.9959,0.9668
CPT,MAA,0.051682,2,0.9736,0.9478
CMS,WEC,0.069408,3,0.9935,0.8712
AVB,EQR,0.082926,4,0.9833,0.9889
AIV,EQR,0.086242,5,0.9908,1.1411
WEC,XEL,0.089792,6,0.9933,0.9948
CMS,FE,0.091027,7,0.9767,0.9878
AEP,ES,0.091504,8,0.9832,0.9407
AEP,ETR,0.091898,9,0.9851,1.1543
MCO,SPGI,0.094258,10,0.9703,1.0916
AEP,DUK,0.095373,11,0.9823,1.109
LNT,NEE,0.105662,12,0.9547,0.8135
ETR,NEE,0.111659,13,0.9816,1.1204
GL,JPM,0.114107,14,0.8942,0.7724
AIV,AVB,0.116984,15,0.9774,1.1186
MMM,TRV,0.119342,16,0.8173,0.8389
ETR,XEL,0.129273,17,0.9844,0.8138
DTE,PPL,0.129359,18,0.9619,1.0546
CMS,XEL,0.129911,19,0.9816,0.862
FE,WEC,0.130168,20,0.9766,0.8445
