Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
WEC,XEL,0.032732,1,0.9968,0.9561
AVB,EQR,0.042983,2,0.99,0.9091
AEE,DTE,0.049666,3,0.988,1.0616
AEP,WEC,0.060949,4,0.9931,1.0152
CMS,FE,0.061822,5,0.9844,0.9724
AIV,UDR,0.066608,6,0.9918,1.029
ATO,LNT,0.067242,7,0.9783,0.8699
AEP,XEL,0.084876,8,0.9964,0.9775
CPT,MAA,0.089413,9,0.9754,0.8754
ES,XEL,0.096265,10,0.9871,0.9074
ES,WEC,0.110616,11,0.9855,0.9438
AEP,ETR,0.118007,12,0.9897,1.0462
ATO,D,0.119352,13,0.9282,1.0198
CB,CL,0.122795,14,0.9399,0.8204
C,LNC,0.126102,15,0.9583,1.0703
CB,FIS,0.132757,16,0.9355,0.841
AEE,FE,0.13524,17,0.9811,1.0185
CMS,ETR,0.13765,18,0.9877,0.8146
AIV,ESS,0.140639,19,0.9837,0.8718
LNT,PEG,0.14326,20,0.955,0.8357
