Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AEP,XEL,0.029804,1,0.9868
AIV,AVB,0.055991,2,0.9822
CMS,WEC,0.061748,3,0.9728
AEE,CMS,0.062266,4,0.9774
AEP,DTE,0.065149,5,0.9435
CMS,LNT,0.071915,6,0.9584
CPT,EQR,0.074514,7,0.9537
AVB,EQR,0.080603,8,0.9435
DTE,ES,0.085399,9,0.9264
DUK,PNW,0.087003,10,0.9484
DTE,XEL,0.089742,11,0.9473
CPT,O,0.09147,12,0.9386
EVRG,EXC,0.095095,13,0.9573
AVB,CPT,0.09624,14,0.9382
CPT,UDR,0.097615,15,0.9633
DUK,XEL,0.105266,16,0.9613
ED,XEL,0.109675,17,0.9039
AIV,EQR,0.112174,18,0.9518
CMA,RF,0.113361,19,0.9754
AEP,ED,0.115991,20,0.9124
