Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.021309,1,0.9846,0.9647
AEP,ED,0.048224,2,0.9519,1.0536
ATO,XEL,0.050854,3,0.9572,0.9217
EIX,PCG,0.053602,4,0.9667,0.9767
AEE,PNW,0.055298,5,0.9723,1.0965
DUK,SRE,0.060521,6,0.9319,0.8996
ATO,CMS,0.062848,7,0.9689,0.9526
PCG,PNW,0.068568,8,0.9456,0.9389
SRE,XEL,0.072206,9,0.9271,0.8722
AVB,UDR,0.073713,10,0.9122,1.1072
DUK,XEL,0.074837,11,0.9428,0.8602
ATO,DUK,0.078725,12,0.9081,0.9594
DUK,ED,0.080136,13,0.9752,1.0186
CMS,LNT,0.084917,14,0.9463,0.9436
EIX,PNW,0.090599,15,0.9337,0.9356
MAC,SPG,0.093887,16,0.9829,1.1314
DUK,WEC,0.094494,17,0.9135,0.8977
DUK,SO,0.096488,18,0.8804,1.0639
ED,SO,0.105302,19,0.8725,1.0092
CMCSA,IBM,0.106525,20,0.9698,0.9953
