Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
ED,SO,0.046458,1,0.9825,1.0422
SO,XEL,0.06417,2,0.9851,0.9479
ED,XEL,0.072377,3,0.9829,1.0019
ED,EVRG,0.083842,4,0.9792,0.8691
PNW,WEC,0.085055,5,0.9768,0.961
DUK,XEL,0.107618,6,0.9781,0.828
AJG,CINF,0.112576,7,0.9845,0.9718
FRT,VNO,0.123675,8,0.9652,0.7994
KMB,NEE,0.12531,9,0.8887,0.7086
LNT,PNW,0.127975,10,0.9639,0.9989
D,DUK,0.146599,11,0.9107,0.8526
ECL,LLY,0.151646,12,0.8607,0.8909
D,SRE,0.152459,13,0.9384,0.8538
AVB,UDR,0.153011,14,0.9692,0.9037
EVRG,XEL,0.15539,15,0.9702,1.1166
MAA,UDR,0.15745,16,0.9711,0.9265
AEE,WEC,0.161701,17,0.954,0.9874
EVRG,MAA,0.162482,18,0.9626,0.8565
EVRG,SO,0.16438,19,0.9574,1.1477
CINF,SNPS,0.167324,20,0.9723,0.9519
