Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
HBAN,KEY,0.069793,1,0.9673,0.9228
AVB,UDR,0.076385,2,0.9801,0.9921
AEP,XEL,0.095861,3,0.9911,0.8791
CMS,FE,0.096107,4,0.9864,0.9828
CMS,ESS,0.114675,5,0.9822,0.9151
ES,NEE,0.117726,6,0.9899,0.8999
ES,FE,0.120265,7,0.9847,1.0218
SRE,XEL,0.142452,8,0.9802,1.0407
ATO,DTE,0.144124,9,0.9486,1.0549
CMS,NEE,0.144144,10,0.9916,0.8654
FE,NEE,0.145894,11,0.9861,0.8637
MAA,NEE,0.148444,12,0.9893,1.0959
AEE,AVB,0.148584,13,0.9536,0.8696
ES,XEL,0.149022,14,0.9759,0.9459
GL,JPM,0.149939,15,0.9521,0.9338
MDLZ,WM,0.153263,16,0.9803,0.9799
CMS,XEL,0.153634,17,0.9905,0.92
DTE,NI,0.154241,18,0.9445,1.0337
AJG,AON,0.156044,19,0.9774,0.8409
EQR,ES,0.158831,20,0.9777,0.9556
