Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,DTE,0.043501,1,0.9638,0.8449
EVRG,PNW,0.045488,2,0.9698,0.9707
ITW,MMM,0.05935,3,0.9517,0.9685
D,DTE,0.068486,4,0.9557,0.7794
CMS,XEL,0.073385,5,0.9671,1.0432
PNW,WEC,0.07873,6,0.9549,0.9955
EIX,ES,0.080872,7,0.9387,0.9154
TFC,WFC,0.084075,8,0.9488,1.1657
AEP,D,0.086491,9,0.9358,1.0069
AJG,STT,0.093029,10,0.9055,0.8277
ES,WEC,0.096171,11,0.9378,0.8786
EVRG,WEC,0.096289,12,0.9482,0.9872
AEE,DTE,0.096376,13,0.9303,1.0623
AEP,SO,0.098921,14,0.9483,0.7973
CMS,SPG,0.099755,15,0.9102,0.8676
MRSH,WFC,0.101035,16,0.8523,0.7186
C,FITB,0.108788,17,0.9187,0.9329
ES,PNW,0.10906,18,0.9672,0.8698
CB,CL,0.109067,19,0.8274,1.0029
DHR,RSG,0.109303,20,0.8458,0.7868
