Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
EVRG,SO,0.067152,1,0.9831,0.9158
SO,WEC,0.073669,2,0.987,0.9048
EIX,IBM,0.103748,3,0.9464,0.9802
DUK,ED,0.114216,4,0.9784,0.7923
AEE,T,0.115867,5,0.9626,0.9617
JNJ,WMT,0.118554,6,0.8522,0.9486
AEP,DUK,0.135923,7,0.9343,0.9262
ED,XEL,0.144253,8,0.9804,0.9836
MMM,WM,0.145443,9,0.8801,0.7803
CLX,CPB,0.147883,10,0.8248,0.8037
ADP,RTX,0.148422,11,0.9277,0.8511
EVRG,WEC,0.149783,12,0.9753,0.8336
ES,WEC,0.158194,13,0.9675,0.9853
BXP,VNO,0.160788,14,0.9824,0.9714
ATO,EIX,0.164777,15,0.9225,0.7632
PNW,XEL,0.164981,16,0.9757,1.0515
CLX,PEP,0.169625,17,0.7824,0.8298
BXP,PSA,0.171577,18,0.9782,1.0587
NI,PNW,0.171694,19,0.9624,1.0754
CNP,ED,0.180027,20,0.9504,1.1032
