Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
D,ED,0.120099,1,0.8971,0.767
AEP,CMS,0.12051,2,0.9423,0.893
CMS,ED,0.121009,3,0.9017,0.9258
AEE,LNT,0.133556,4,0.9732,0.8004
CSX,UNP,0.136474,5,0.9502,0.9821
AEP,D,0.138474,6,0.8469,0.9739
CMS,XEL,0.152159,7,0.8864,0.8387
D,XEL,0.160475,8,0.8782,0.6903
AEP,ED,0.162015,9,0.8539,0.8347
DTE,DUK,0.164663,10,0.9357,0.8951
ED,XEL,0.169684,11,0.8536,0.7858
CMS,D,0.188795,12,0.8832,1.0681
KO,MDLZ,0.190294,13,0.8926,0.853
CPT,MAA,0.190459,14,0.9962,1.0211
AEP,XEL,0.192965,15,0.8411,0.7563
PEG,PPL,0.217187,16,0.8832,1.2489
CL,VZ,0.220023,17,0.7381,0.9732
DTE,NI,0.224943,18,0.9374,0.9772
ITW,SJM,0.232523,19,0.9102,0.809
ATO,SRE,0.240485,20,0.8165,0.9099
