Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
WEC,XEL,0.035866,1,0.9955,0.9778
AEP,XEL,0.042989,2,0.9963,0.978
AIV,UDR,0.051014,3,0.9883,1.0347
CMS,DTE,0.05134,4,0.9867,1.0418
AEP,WEC,0.062466,5,0.9897,0.9893
ATO,LNT,0.068275,6,0.9822,0.8669
CMS,FE,0.072711,7,0.9867,0.9985
CMS,NEE,0.082063,8,0.9896,0.9064
DTE,FE,0.08783,9,0.976,0.9347
AEP,ES,0.088552,10,0.9914,1.087
FE,NEE,0.090819,11,0.9803,0.8865
AVB,EQR,0.091671,12,0.9894,0.9075
ES,XEL,0.097202,13,0.9886,0.8848
BAC,FITB,0.108695,14,0.9361,1.0126
DTE,PEG,0.111244,15,0.964,0.9625
ES,WEC,0.116699,16,0.9851,0.8974
CPT,MAA,0.119463,17,0.9774,0.8434
C,LNC,0.120002,18,0.9572,1.0828
MDLZ,WM,0.128492,19,0.9837,1.0285
AVB,LNT,0.130792,20,0.9559,1.0408
