Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
DUK,LNT,0.035172,1,0.9882,1.021
ES,PNW,0.038844,2,0.9908,0.9214
AEP,DUK,0.04833,3,0.9932,1.1701
DUK,ED,0.049115,4,0.9921,0.88
EIX,PCG,0.050071,5,0.9789,0.9604
CMS,PCG,0.055265,6,0.9783,1.0303
ATO,XEL,0.055622,7,0.9862,0.9177
ES,PPL,0.057205,8,0.9858,0.9362
CMS,ED,0.059148,9,0.9865,1.0034
AEP,ED,0.062422,10,0.9911,1.0355
AEP,LNT,0.063888,11,0.9893,1.2036
PCG,SRE,0.064078,12,0.9711,1.0106
PNW,PPL,0.075242,13,0.9843,1.0056
PEP,SRE,0.078434,14,0.963,0.867
CMS,SRE,0.081856,15,0.9699,1.061
ED,SRE,0.082648,16,0.9697,1.0442
DUK,PEP,0.087466,17,0.9722,1.0311
CMS,XEL,0.088945,18,0.9935,0.8259
ATO,CMS,0.091925,19,0.9798,1.0992
DUK,SRE,0.09199,20,0.9797,0.9353
