Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AME,IEX,0.059555,1,0.9799,0.9429
AEP,CMS,0.071063,2,0.941,0.8906
D,WEC,0.082658,3,0.9305,0.756
WEC,XEL,0.094601,4,0.9291,0.8879
CPT,MAA,0.130705,5,0.9962,1.028
D,XEL,0.142565,6,0.8647,0.6727
PPL,SO,0.144217,7,0.869,0.684
PEG,SO,0.157673,8,0.9229,1.0445
AEE,LNT,0.169911,9,0.9729,0.8026
ACGL,EG,0.172796,10,0.9583,1.0615
CL,VZ,0.189166,11,0.7399,0.9479
DTE,DUK,0.198467,12,0.9326,0.8851
ITW,NI,0.212711,13,0.8946,0.8314
MDT,SYK,0.214341,14,0.9138,0.8917
PEG,PPL,0.220519,15,0.8856,1.2724
CMS,ED,0.224028,16,0.8916,0.9085
NI,SRE,0.248959,17,0.8865,1.2214
SO,SRE,0.252456,18,0.7832,0.7861
NI,PEG,0.261085,19,0.8695,1.0703
ITW,PEG,0.267282,20,0.8413,0.966
