Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
DUK,SO,0.071119,1,0.9844
PNW,XEL,0.074526,2,0.978
DTE,PNW,0.086143,3,0.9626
CMS,DTE,0.09325,4,0.9839
CMS,XEL,0.099491,5,0.9769
EVRG,LNT,0.10467,6,0.9484
CMS,WEC,0.106424,7,0.9879
ADP,XOM,0.106664,8,0.9593
VTR,WELL,0.107689,9,0.977
DTE,LLY,0.108678,10,0.954
ED,SO,0.109578,11,0.962
DTE,LNT,0.110397,12,0.971
CMS,PNW,0.113422,13,0.9777
LNT,PNW,0.113602,14,0.973
CPT,EQR,0.12306,15,0.9587
AVB,UDR,0.130592,16,0.9344
MKC,NEE,0.135176,17,0.955
EVRG,PNW,0.135889,18,0.9645
DTE,XEL,0.137101,19,0.9573
HSY,KMB,0.138316,20,0.949
