Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
FITB,RF,0.164947,1,0.9891,1.0512
ETR,EXC,0.173292,2,0.9667,1.0017
CMS,LNT,0.177272,3,0.9497,0.7852
BAC,JPM,0.186598,4,0.982,1.0345
RSG,WM,0.200324,5,0.9609,1.0516
DOV,HUBB,0.212747,6,0.9763,1.1232
EMR,ITT,0.212949,7,0.9806,0.9768
FHN,KEY,0.216105,8,0.9911,1.0799
HBAN,KEY,0.220812,9,0.9894,0.9148
AVB,ESS,0.221855,10,0.9691,0.9587
BAC,PNC,0.237625,11,0.9773,0.9174
GL,JPM,0.241483,12,0.9742,0.9503
ESS,UDR,0.242192,13,0.9837,1.0824
AME,APH,0.25576,14,0.9799,0.923
JPM,PNC,0.261254,15,0.9863,0.8762
IEX,UNP,0.264423,16,0.9693,0.8826
BK,NTRS,0.274861,17,0.952,0.9796
MDLZ,PEP,0.275375,18,0.898,1.0944
PNC,TFC,0.278175,19,0.9784,0.8576
FIS,MRSH,0.278969,20,0.9276,0.7917
