Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
D,EVRG,0.053864,1,0.984,0.9274
ED,SO,0.068236,2,0.9393,1.16
EVRG,LNT,0.086894,3,0.9684,0.9386
EVRG,PNW,0.087025,4,0.9779,0.9883
PCG,XEL,0.087988,5,0.943,1.0292
ES,NEE,0.088433,6,0.9768,0.9245
DTE,ES,0.103448,7,0.9873,1.1852
D,LNT,0.103509,8,0.968,0.8845
EQR,UDR,0.103926,9,0.868,0.881
ESS,MAA,0.11523,10,0.9073,0.8021
LNT,PNW,0.117149,11,0.9675,1.0032
DTE,NEE,0.120241,12,0.9829,1.1182
AEE,PEG,0.127457,13,0.9386,0.9791
ADP,GL,0.133974,14,0.9804,0.9049
D,WEC,0.145004,15,0.9645,0.9777
USB,XOM,0.146232,16,0.8379,0.8924
PEG,WEC,0.146747,17,0.9291,0.8815
D,PNW,0.150946,18,0.9698,0.9235
D,MCD,0.154835,19,0.9344,0.9177
AVB,EQR,0.160455,20,0.8716,0.8242
