Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,ED,0.055771,1,0.9761,0.9228
HBAN,PNC,0.075431,2,0.9837,1.1062
FITB,RF,0.082521,3,0.9344,0.9664
BRK-B,CB,0.083246,4,0.909,0.817
FRT,SPG,0.084299,5,0.9685,1.0497
BXP,SLG,0.088987,6,0.9834,1.0253
KEY,NTRS,0.091804,7,0.9682,0.9037
D,DTE,0.102748,8,0.9714,0.7989
ES,WEC,0.104406,9,0.9845,0.932
DTE,EIX,0.11024,10,0.944,0.8613
AEE,EIX,0.111905,11,0.9637,1.0063
AEP,LNT,0.114813,12,0.9779,0.911
AEE,DTE,0.118219,13,0.9572,1.0944
ES,PNW,0.120332,14,0.9862,0.8455
AEE,LNT,0.12145,15,0.9458,0.9356
DTE,LNT,0.122423,16,0.9596,0.8284
AEP,XEL,0.122428,17,0.9425,0.8979
FRT,O,0.122531,18,0.9706,0.8578
HON,MRSH,0.124912,19,0.922,0.9863
ITW,MMM,0.125073,20,0.9688,0.8166
