Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
BAC,JPM,0.14508,1,0.9926,1.0677
HBAN,USB,0.169861,2,0.9912,1.0467
FRT,REG,0.175861,3,0.9946,1.1054
MDLZ,PEP,0.176446,4,0.8838,1.069
AVB,UDR,0.190512,5,0.9876,1.1425
PRU,TFC,0.200263,6,0.9886,1.0374
EQR,ESS,0.202773,7,0.9843,1.0683
AEP,ATO,0.227134,8,0.9393,1.2105
AIV,AVB,0.23332,9,0.9877,1.142
AMT,CCI,0.236287,10,0.9693,0.8221
GPC,SNA,0.242246,11,0.9701,1.0232
HBAN,RF,0.252883,12,0.991,1.0448
FITB,RF,0.25673,13,0.9937,1.0596
AEE,LNT,0.262711,14,0.8914,0.7522
ADM,AME,0.262801,15,0.9537,0.8354
ES,WEC,0.263303,16,0.8993,0.9982
PEP,VZ,0.269831,17,0.7214,0.8619
FITB,KEY,0.272646,18,0.9892,0.9633
CMS,LNT,0.275187,19,0.9363,0.778
AEE,WEC,0.275833,20,0.8419,0.9117
