Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,FE,0.074095,1,0.9617,0.9955
CMS,DTE,0.086459,2,0.9575,0.8535
CAG,GIS,0.105557,3,0.9052,0.936
DTE,FE,0.115634,4,0.9156,1.0589
CMS,NI,0.132991,5,0.8999,0.8402
ED,SRE,0.147365,6,0.8053,0.6754
MAA,UDR,0.148795,7,0.9275,0.7705
AVB,KMB,0.158057,8,0.91,0.9881
DGX,PCG,0.159142,9,0.84,0.9199
DUK,ETR,0.159694,10,0.9382,0.8889
AEP,DTE,0.160108,11,0.9324,1.1375
LNT,PCG,0.162829,12,0.7934,0.6003
AEP,CMS,0.176212,13,0.9531,1.3027
CMS,ED,0.1768,14,0.8962,1.3059
CNP,LNT,0.178048,15,0.8143,1.1181
FE,NI,0.180842,16,0.8966,0.8058
AEP,FE,0.181723,17,0.9456,1.3353
AEE,EXC,0.183703,18,0.9257,0.9009
CPB,DTE,0.185393,19,0.859,0.7534
AEP,NI,0.185624,20,0.9403,1.193
