Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.047946,1,0.9968,1.0648
WEC,XEL,0.050113,2,0.9915,1.0369
PNW,XEL,0.066722,3,0.9866,0.9845
ED,WEC,0.073685,4,0.9876,0.9753
AEE,XEL,0.077605,5,0.9853,1.0295
RSG,WM,0.078315,6,0.98,0.8718
JPM,PNC,0.081417,7,0.9482,1.0249
ES,SO,0.081681,8,0.9818,1.0779
DTE,PCG,0.082412,9,0.9711,0.9711
CMS,PNW,0.083349,10,0.9863,1.0567
AEE,PPL,0.083845,11,0.9848,1.0568
NTRS,PRU,0.085483,12,0.9823,0.8642
AEE,PNW,0.089494,13,0.9818,1.0284
AVB,EQR,0.093539,14,0.9597,0.9235
CMS,WEC,0.094994,15,0.9907,1.011
AVB,UDR,0.0951,16,0.9526,0.8433
PNW,WEC,0.098221,17,0.9846,0.9393
AEE,CMS,0.099166,18,0.9821,0.9602
TFC,WFC,0.1031,19,0.9749,1.2134
AEP,NEE,0.111009,20,0.9664,0.9999
