Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,FE,0.056795,1,0.9878,1.0416
AEE,DTE,0.063778,2,0.989,1.031
AEP,ES,0.074941,3,0.987,1.0475
AEP,XEL,0.080433,4,0.9911,0.9305
CMS,LNT,0.083424,5,0.99,1.0943
AIV,UDR,0.088843,6,0.9733,0.952
AVB,CPT,0.089883,7,0.9805,0.9491
MAA,PSA,0.09632,8,0.9855,0.9817
ETR,WEC,0.099435,9,0.9941,0.9831
ES,XEL,0.105932,10,0.9902,0.8752
EQR,UDR,0.107971,11,0.9845,1.1515
GL,JPM,0.110021,12,0.9189,0.903
ATO,LNT,0.116117,13,0.9859,0.815
BAC,FITB,0.119111,14,0.928,1.0028
CMS,NEE,0.124849,15,0.9924,0.8962
AEE,FE,0.134225,16,0.9652,0.8793
GL,USB,0.135265,17,0.8791,0.9369
FE,LNT,0.135613,18,0.9761,1.0216
AVB,DTE,0.138471,19,0.9656,1.0237
WEC,XEL,0.139818,20,0.986,1.0718
